original-id,name-tr,name-alt-tr,address-tr,country-tr,province-tr,district-tr,sub-district-tr,locality-tr,street-tr,street-side-tr,house,address-add-tr,landmark-tr,lon,lat,phone,url,rubric-id,working-time,actualization-date,rubric-keys,source-url,rubric-tr,chain-id
,EMRE PETROL   ( 64/004 ),,UŞAK İLİ SİVASLI İLÇESİ KÖKEZ KÖYÜ NO:158 PAFTA:K23.D.21.C.3.B ADA:122 PARSEL:1 UŞAK,Türkiye,(64) Uşak,,,,,,,,,38.507500,2766485458,+90 (276) 6485458,http://www.bpet.com.tr/tr/bayilerimiz/357/emre-petrol,,,,,,,
,EMRE PETROL   ( 64/003 ),,ATATÜRK MAHALLESİ AĞA SOKAK NO:80 TATAR KASABASI (PAFTA: 28.K.II.D ADA: 304 PARSEL:5) SİVASLI/UŞAK,Türkiye,(64) Uşak,,,,,,,,,38.460556,2766485458,+90 (276) 6485458,http://www.bpet.com.tr/tr/bayilerimiz/356/emre-petrol,,,,,,,
,AHMET YEŞİLDAĞ   ( 64/002 ),,EYREK MAHALLESİ VATAN CADDESİ NO:41 ULUBEY/ UŞAK,Türkiye,(64) Uşak,,,,,,,,,38.411666,2767266060,+90 (276) 7266060,http://www.bpet.com.tr/tr/bayilerimiz/355/ahmet-yesildag,,,,,,,
,DEMİR PETROL   ( 63/009 ),,KARACURUN MAH. İNÖNÜ CAD. NO:1 HİLVAN/Ş.URFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.578724,4146811498,+90 (414) 6811499,http://www.bpet.com.tr/tr/bayilerimiz/635/demir-petrol,,,,,,,
,BURAK GEZİCİ   ( 62/009 ),,Eltihatun Mahallesi Belediye Caddesi No:8 ( Ada:179  Pafta: -  Parsel:11 )MAZGİRT / TUNCELİ,Türkiye,(62) Tunceli,,,,,,,,,39.01874,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/669/burak-gezici,,,,,,,
,ŞARKÖY PETROL   ( 59/004 ),,TERZİKÖY YOLU ÜZERİ ŞARKÖY/ TEKİRDAĞ,Türkiye,(59) Tekirdağ,,,,,,,,,40.615210,2825185160,+90 (282) 5183716,http://www.bpet.com.tr/tr/bayilerimiz/727/sarkoy-petrol,,,,,,,
,Norm Petrol   ( 59/003 ),,GÖLCÜK MAHALLESİ SÖĞÜTLÜK (ADA:154  PAFTA:G18D07B2C  PARSEL:2) ŞARKÖY/ TEKİRDAĞ,Türkiye,(59) Tekirdağ,,,,,,,,,40.687289,2825241134,+90 (282) 5241134,http://www.bpet.com.tr/tr/bayilerimiz/689/norm-petrol,,,,,,,
,SAĞLIK PETROL   ( 59/002 ),,MARMARACIK KÖYÜ ÇORLU / TEKİRDAĞ,Türkiye,(59) Tekirdağ,,,,,,,,,41.213333,2826555872,+90 (282) 6555902,http://www.bpet.com.tr/tr/bayilerimiz/316/saglik-petrol,,,,,,,
,BAYLAR PETROL   ( 60/029 ),,DÖKMETEPE KÖYÜ NO:134 60300 PAFTA:H36B16C  PARSEL:1104 ) TURHAL/ TOKAT,Türkiye,(60) Tokat,,,,,,,,,40.312222,3562832233,+90 (356) 2832233,http://www.bpet.com.tr/tr/bayilerimiz/329/baylar-petrol,,,,,,,
,AYDINLAR PETROL   ( 60/030 ),,KÖKLÜCE KÖYÜ E-80 KARAYOLU KÖKLÜCE SOKAK NO:64  Ada:119  Pafta:42  Parsel:H37B05B3 ) NİKSAR / TOKAT,Türkiye,(60) Tokat,,,,,,,,,40.479277,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/323/aydinlar-petrol,,,,,,,
,CEMALETTİN ERDOĞAN   ( 60/026 ),,ÇEVRE YOLU CADDESİ HASAN ŞEYH KASABASI (PAFTA: 3 PARSEL: 310) REŞADİYE / TOKAT,Türkiye,(60) Tokat,,,,,,,,,40.454940,3564614010,+90 (356) 4613575,http://www.bpet.com.tr/tr/bayilerimiz/328/cemalettin-erdogan,,,,,,,
,AKBİLEK PETROL   ( 60/025 ),,G.O.P MAHALLESİ NO:60 (50.47.C/50.47.B.B PAFTA - 130 ADA - 29 PARSEL) ARTOVA / TOKAT,Türkiye,(60) Tokat,,,,,,,,,40.117264,3566113100,+90 (356) 6113100,http://www.bpet.com.tr/tr/bayilerimiz/327/akbilek-petrol,,,,,,,
,YÜCEL ERDOĞAN   ( 60/024 ),,KIZILCAÖREN KASABASI ATATÜRK MAHALLESİ ANA CADDE (PARSEL:421) REŞADİYE / TOKAT,Türkiye,(60) Tokat,,,,,,,,,40.474359,3564614010,+90 (356) 4614010,http://www.bpet.com.tr/tr/bayilerimiz/326/yucel-erdogan,,,,,,,
,OSMAN İÇTEN   ( 60/023 ),,SULUSARAY YOLU ÜZERİ NO:8 PAFTA:H36D26D PARSEL:2310 YEŞİLYURT / TOKAT,Türkiye,(60) Tokat,,,,,,,,,40.011021,3566312570,+90 (356) 6312570,http://www.bpet.com.tr/tr/bayilerimiz/325/osman-icten,,,,,,,
,KARAGÖZ NİKSAR PETROL    ( 60/020 ),,CUMHURİYET MEYDANI BAŞÇİFTLİK/ TOKAT,Türkiye,(60) Tokat,,,,,,,,,40.546886,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/322/karagoz-niksar-petrol,,,,,,,
,İÇTEN PETROL   ( 60/015 ),,G.O.P. MAHALLESİ SULUSARAY YOLU ÜZERİ YEŞİLYURT /TOKAT,Türkiye,(60) Tokat,,,,,,,,,40.008055,3566312571,+90 (356) 6312117,http://www.bpet.com.tr/tr/bayilerimiz/319/icten-petrol,,,,,,,
,ALİ OSMAN KARATAŞ   ( 60/004 ),,BÖĞET KÖYÜ YEŞİLYURT TOKAT,Türkiye,(60) Tokat,,,,,,,,,40.028611,3566312590,+90 (356) 6432267,http://www.bpet.com.tr/tr/bayilerimiz/317/ali-osman-karatas,,,,,,,
,HİLAL PETROL   ( 61/002 ),,ŞİNİK BELDESİ ŞİNİK MAHALLESİ DÜZKÖY CADDESİ ŞİNİK AKÇAABAT / TRABZON,Türkiye,(61) Trabzon,,,,,,,,,40.951684,4622626035,+90 (462) 2626042,http://www.bpet.com.tr/tr/bayilerimiz/331/hilal-petrol,,,,,,,
,ÖZ ÇAKAR PETROL   ( 63/079 ),,YOLBİLEN KÖYÜ AYAKLI KÖYÜ YOLU ÜZERİ (Ada: -  Pafta:.  Parsel:334) ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.181388,4145118005,+90 (414) 5118788,http://www.bpet.com.tr/tr/bayilerimiz/711/oz-cakar-petrol,,,,,,,
,BELİT AKARYAKIT   ( 63/077 ),,ŞANLIURFA AKÇAKALE YOLU 12. KM NO:0 KÜLÜNCEKÖYÜ MEVKİİ MERKEZ/ ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.060695,4142544343,+90 (414) 2544343,http://www.bpet.com.tr/tr/bayilerimiz/677/belit-akaryakit,,,,,,,
,BUCAK PETROL   ( 63/075 ),,ŞANLIURFA GAZİANTEP KARAYOLU 7. KM EVREN SANAYİ SİTESİ AKABE MEVKİİ ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.141814,4143575051,+90 (414) 3575051,http://www.bpet.com.tr/tr/bayilerimiz/354/bucak-petrol,,,,,,,
,VOLKANPET PETROL   ( 62/008 ),,CUMHURİYE MAHALLESİ ORMAN IŞLETME MÜDÜRLÜĞÜ KARŞİSI ( ADA:233  PAFTA:16  PARSEL:16-19 ) TUNCELİ,Türkiye,(62) Tunceli,,,,,,,,,39.100657,4282125980,+90 (428) 2125980,http://www.bpet.com.tr/tr/bayilerimiz/634/volkanpet-petrol,,,,,,,
,RUFEDDİN KILIÇ   ( 60/028 ),,GAZİOSMAN PAŞA MAHALLESİ NO:29 KARŞİYAKA KÜME EVLERİ (ADA:117  PAFTA:50-47.G  PARSEL:75) ARTOVA/ TOKAT,Türkiye,(60) Tokat,,,,,,,,,40.115000,3566112558,+90 (356) 6112558,http://www.bpet.com.tr/tr/bayilerimiz/318/rufeddin-kilic,,,,,,,
,ORHAN YÜKSEL   ( 62/007 ),,BARIŞ MAH. TUNCELİ CAD. (ADA:92 PARSEL:1) NAZIMİYE/ TUNCELİ,Türkiye,(62) Tunceli,,,,,,,,,39.181640,4284112207,+90 (428) 4112207,http://www.bpet.com.tr/tr/bayilerimiz/693/orhan-yuksel,,,,,,,
,EREN DOĞAN PETROL   ( 62/002 ),,AKPAZAR NAHİYESİ KEPEKTAŞI KÖYÜ(PARSEL: 801) MAZGİRT/ TUNCELİ,Türkiye,(62) Tunceli,,,,,,,,,38.868933,4283135200,+90 (428) 3135200,http://www.bpet.com.tr/tr/bayilerimiz/333/eren-dogan-petrol,,,,,,,
,AHMET YİĞİT   ( 63/074 ),,ŞEN MAHALLESAĞLIK OCAĞI CADDESİ NO:47 YUKARIGÖKLÜ (PAFTA: N39.B.20.B ADA: 122 PARSEL: 1) HALFETİ/ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.333055,4147562383,+90 (414) 7562383,http://www.bpet.com.tr/tr/bayilerimiz/353/ahmet-yigit,,,,,,,
,HADİ DİKEN   ( 63/072 ),,VİRANŞEHİR-ŞANLIURFA KARAYOLU ÜZERİ 9. KM TEPEDÜZÜ KÖYÜ MEVKİİ VİRANŞEHİR / ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.225946,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/351/hadi-diken,,,,,,,
,PINAR PETROL   ( 63/070 ),,VİRANŞEHİR CADDESİ PINAR PETROL TESİSLERİ CEYLANPINAR / ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,36.866006,4144714248,+90 (414) 4714517,http://www.bpet.com.tr/tr/bayilerimiz/349/pinar-petrol,,,,,,,
,GÜMÜŞ PETROL   ( 63/067 ),,ŞEN MAH. SAĞLIK OCAĞI CAD. NO:90/A YUKARIGÖKLÜ HALFETİ/ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.331111,4147562302,+90 (414) 7562301,http://www.bpet.com.tr/tr/bayilerimiz/348/gumus-petrol,,,,,,,
,MUSTAFA GÜNDÜ PETROL   ( 63/065 ),,OSMANBEY R. TAYYİP ERDOĞAN BUL. NO:486 DAİRE NO:1 (PARSEL NO:271) /ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.159722,4143138183,+90 (414) 3138183,http://www.bpet.com.tr/tr/bayilerimiz/347/mustafa-gundu-petrol,,,,,,,
,YILMAZ KARDEŞLER PETROL   ( 63/060 ),,VİRANŞEHİR MARDİN KARAYOLU ÜZERİ 2. KM VİRANŞEHİR -ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.227500,4145118066,+90 (414) 5118066,http://www.bpet.com.tr/tr/bayilerimiz/346/yilmaz-kardesler-petrol,,,,,,,
,BADILLI PETROL   ( 63/054 ),,GAP HAVAALANI YOLU  ÜZERİ HAMURKESEN MEVKİ (PARSEL;13) ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.370277,4143656385,+90 (414) 3656385,http://www.bpet.com.tr/tr/bayilerimiz/345/badilli-petrol,,,,,,,
,FIRAT KARDEŞLER PETROL   ( 63/052 ),,KARŞIYAKA MAH. KÖPRÜ YOLU CADDESİ NO:37 (104 ADA8 PARSEL) BİRECİK / ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.029460,4146610807,+90 (414) 6610808,http://www.bpet.com.tr/tr/bayilerimiz/344/firat-kardesler-petrol,,,,,,,
,ÖZÇELİKTENLER PETROL   ( 63/047 ),,YILDIRIM MAH. MIZAR YOLU NO:147 SURUÇ / ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,36.974444,4146112086,+90 (414) 6118483,http://www.bpet.com.tr/tr/bayilerimiz/340/ozceliktenler-petrol,,,,,,,
,BOZKURT PETROL   ( 63/045 ),,DEMİREL YOLU ÜZERİ 2.KM. VİRANŞEHİR/ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.260833,4145113132,+90 (414) 5118807,http://www.bpet.com.tr/tr/bayilerimiz/339/bozkurt-petrol,,,,,,,
,KARABIRCIK PETROL   ( 63/049 ),,FERİBOT YOLU 1. KM SİVEREK ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.768055,4145520447,+90 (414) 5523837,http://www.bpet.com.tr/tr/bayilerimiz/341/karabircik-petrol,,,,,,,
,PALMANAK PETROL   ( 63/043 ),,KELEŞABDİOĞLU MAH. E.5. KARAYOLU VİRANŞEHİR/ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.226031,4145111268,+90 (414) 5117117,http://www.bpet.com.tr/tr/bayilerimiz/338/palmanak-petrol,,,,,,,
,BİLGİNLER PETROL   ( 63/040 ),,ŞANLIURFA-DİYARBAKIR KARAYOLU ÜZERİ 20.KM AKZİYARET/ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,37.344690,4143633009,+90 (414) 3633009,http://www.bpet.com.tr/tr/bayilerimiz/337/bilginler-petrol,,,,,,,
,KILIÇBEY PETROL   ( 63/017 ),,11 NİSAN CAD. NO:60 SURUÇ / ŞANLIURFA,Türkiye,(63) Şanlıurfa,,,,,,,,,36.978333,4146114009,+90 (414) 6114009,http://www.bpet.com.tr/tr/bayilerimiz/336/kilicbey-petrol,,,,,,,
,İNSA PETROL   ( 65/010 ),,BEYAZIT MAHALLESİ AĞRI YOLU ÜZERİ KARAYOLLARI BİTİŞİĞİ (ADA:445  PAFTA:30.30T  PARSEL:10) ERCİŞ/ VAN,Türkiye,(65) Van,,,,,,,,,39.034722,4323512874,+90 (432) 3512874,http://www.bpet.com.tr/tr/bayilerimiz/674/insa-petrol,,,,,,,
,MUSTAFA ESİCİ   ( 65/008 ),,VAN - ERCİŞ KARAYOLU ÜZERİ GEDİKBULAK KÖYÜ TUZLA MEVKİİ / VAN,Türkiye,(65) Van,,,,,,,,,38.863247,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/361/mustafa-esici,,,,,,,
,KERVAN PETROL   ( 65/003 ),,MERKEZ TABANLI KÖYÜ KÖY ALTI MEVKİİ / VAN,Türkiye,(65) Van,,,,,,,,,38.750277,4322142228,+90 (432) 2165469,http://www.bpet.com.tr/tr/bayilerimiz/358/kervan-petrol,,,,,,,
,LİDER ERCİŞ AKARYAKIT   ( 65/006 ),,PATNOS-AĞRI YOLU ÜZERİ (PAFTA:7 ADA: PARSEL:67) ERCİŞ/VAN,Türkiye,(65) Van,,,,,,,,,39.058548,4323516265,+90 (432) 3516265,http://www.bpet.com.tr/tr/bayilerimiz/360/lider-ercis-akaryakit,,,,,,,
,MAHMUT ÖZTEKİN   ( 68/020 ),,OZANCIK KASABASI KARŞI MAHALLE İSTİKLAL CADDESİ (ADA: 132 PAFTA: K32D10D4A PARSEL: 1) ORTAKÖY/ AKSARAY,Türkiye,(68) Aksaray,,,,,,,,,38.661158,3823657683,+90 (382) 3657683,http://www.bpet.com.tr/tr/bayilerimiz/373/mahmut-oztekin,,,,,,,
,BÜNYAMİN AKTAŞ   ( 68/019 ),,ŞEREFLİKOÇHİSAR YOLU ÇIKIŞI ZAFER MAHALLESİ AĞAÇÖREN/ AKSARAY,Türkiye,(68) Aksaray,,,,,,,,,38.868995,3823312014,+90 (382) 3312014,http://www.bpet.com.tr/tr/bayilerimiz/372/bunyamin-aktas,,,,,,,
,UĞURAY AKARYAKIT   ( 68/013 ),,ZAFER MAH. KIRŞEHİR CAD.6 KM (PAFTA:K32A22C PARSEL :7695) ORTAKÖY/ AKSARAY,Türkiye,(68) Aksaray,,,,,,,,,38.757777,3823514754,+90 (382) 3513329,http://www.bpet.com.tr/tr/bayilerimiz/368/uguray-akaryakit,,,,,,,
,MEVLÜT ORUÇ   ( 68/011 ),,CUMHURİYET MAH.KOÇLAR YAYLASI ESKİL / AKSARAY,Türkiye,(68) Aksaray,,,,,,,,,38.421111,3824115114,+90 (382) 4165252,http://www.bpet.com.tr/tr/bayilerimiz/367/mevlut-oruc,,,,,,,
,DEMİRYÜREKLER PETROL    ( 68/006 ),,AKPINARYOLU ÜZERİ 2.KM ORTAKÖY/AKSARAY,Türkiye,(68) Aksaray,,,,,,,,,38.751666,3823514353,+90 (382) 3515230,http://www.bpet.com.tr/tr/bayilerimiz/365/demiryurekler-petrol,,,,,,,
,TÜRKMENOĞLU PETROL   ( 71/005 ),,KIRŞEHİR CAD. NO: 12 (855 ADA 2 PARSEL) KESKİN / KIRIKKALE,Türkiye,(71) Kırıkkale,,,,,,,,,39.672777,3185051000,+90 (318) 2187460,http://www.bpet.com.tr/tr/bayilerimiz/379/turkmenoglu-petrol,,,,,,,
,YEŞİLDAŞ PETROL   ( 70/009 ),,ATATÜRK MAHALLESİ KARAMAN CADDESİ NO:4 ( ADA:474  PAFTA:30.L..4.D  PARSEL:1 ) AKÇAŞEHİR KASABASI MERKEZ/ KARAMAN,Türkiye,(70) Karaman,,,,,,,,,37.437835,3382312165,+90 (338) 2312155,http://www.bpet.com.tr/tr/bayilerimiz/702/yesildas-petrol,,,,,,,
,TÜRKOĞLU PETROL   ( 70/008 ),,ÇARŞI MAHALLESİ ATATÜRK BULVARI NO:74/1(ADA:351 PARSEL:9) KILBASAN KASABASI  MERKEZ/KARAMAN,Türkiye,(70) Karaman,,,,,,,,,37.323295,3327695085,+90 (332) 7695003,http://www.bpet.com.tr/tr/bayilerimiz/679/turkoglu-petrol,,,,,,,
,ÖZŞEKER PETROL   ( 70/005 ),,SEYRAN MAHALLESİ MÜSTEŞAR LÜTFİ ELVAN CADDESİ KURUÇEŞME MEVKİİ 14.CAD. NO:60 (PAFTA:029C14D2B ADA:849 PARSEL:3) ERMENEK/KARAMAN,Türkiye,(70) Karaman,,,,,,,,,36.620760,3384412004,+90 (338) 4412004,http://www.bpet.com.tr/tr/bayilerimiz/640/ozseker-petrol,,,,,,,
,ÖZŞEKER PETROL   ( 70/004 ),,KARAKAYA MAH. MEVLANA CAD. NO:150 (029- D-03-C4 PAFTA373  ADA 1 PARSEL) SARIVELİLER / KARAMAN,Türkiye,(70) Karaman,,,,,,,,,36.709444,3387164496,+90 (338) 4412004,http://www.bpet.com.tr/tr/bayilerimiz/376/ozseker-petrol,,,,,,,
,MUSTAFA HÜSEYİN KALKAN   ( 70/003 ),,KAZANCI KASABASI ERMENEK / KARAMAN,Türkiye,(70) Karaman,,,,,,,,,36.503611,3387567188,+90 (338) 7567525,http://www.bpet.com.tr/tr/bayilerimiz/375/mustafa-huseyin-kalkan,,,,,,,
,ÖZŞEKER PETROL   ( 70/001 ),,SEYRAN MAHALLESİ/MÜS.YRD.LÜTFİ ELVAN CAD./ERMENEK-KARAMAN,Türkiye,(70) Karaman,,,,,,,,,36.599166,3387164496,+90 (338) 7164493,http://www.bpet.com.tr/tr/bayilerimiz/374/ozseker-petrol,,,,,,,
,SUNA PETROL   ( 72/020 ),,BEŞEVLER MAHALLESİ İPEK YOLU CADDESİ NO:1 ( ADA:618 PAFTA:L46C-09C-2 PARSEL:2 ) KOZLUK/ BATMAN,Türkiye,(72) Batman,,,,,,,,,38.170886,4882124545,+90 (488) 2124545,http://www.bpet.com.tr/tr/bayilerimiz/707/suna-petrol,,,,,,,
,ORPAKLAR PETROL   ( 72/019 ),,BAYINDIR MAHALLESİ ODUNCULAR CADDESİ NO:2 ( ADA:255  PAFTA:19L-IA-1B  PARSEL:2 ) MERKEZ/ BATMAN,Türkiye,(72) Batman,,,,,,,,,37.87538,4882158009,+90 (488) 2158011,http://www.bpet.com.tr/tr/bayilerimiz/696/orpaklar-petrol,,,,,,,
,ABDULVAHİT ORPAK   ( 72/017 ),,PAZARYERİ MAHALLESİ NERGİZ CADDESİ NO:174(ADA:269  PAFTA:21K-46  PARSEL:6) MERKEZ/ BATMAN,Türkiye,(72) Batman,,,,,,,,,37.903346,4882150108,+90 (488) 2150108,http://www.bpet.com.tr/tr/bayilerimiz/383/abdulvahit-orpak,,,,,,,
,YAYLA PETROL   ( 72/018 ),,CUMHURİYET MAHALLESİ AHMET ARİF BULVARI NO:150(ADA:365  PAFTA:20K-3B  PARSEL:1876) MERKEZ/ BATMAN,Türkiye,(72) Batman,,,,,,,,,37.886388,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/381/yayla-petrol,,,,,,,
,İLHAM KAYIK   ( 72/013 ),,SİLVAN YOLU ÜZERİ 15.KM BATMAN,Türkiye,(72) Batman,,,,,,,,,38.042320,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/385/ilham-kayik,,,,,,,
,GÖKALP PETROL   ( 72/011 ),,BAYINDIR MAHALLESİ ODUNCULAR SİTESİ BATMAN,Türkiye,(72) Batman,,,,,,,,,37.876601,4882138120,+90 (488) 2138120,http://www.bpet.com.tr/tr/bayilerimiz/384/gokalp-petrol,,,,,,,
,SİPAN PETROL   ( 72/009 ),,ÇAMLITEPE MAH. EMEK BULVARI NO:133 BATMAN,Türkiye,(72) Batman,,,,,,,,,37.877500,4882147264,+90 (488) 2147263,http://www.bpet.com.tr/tr/bayilerimiz/382/sipan-petrol,,,,,,,
,OSMAN ÖZER   ( 74/003 ),,KAVAKLI KALDIRIM MAHALLESİ KAVAKLI CADDES NO:3 KUMLUCA (PAFTA:F28B09B2B ADA:128 PARSEL:44) ULUS / BARTIN,Türkiye,(74) Bartın,,,,,,,,,41.445065,3784466289,+90 (378) 4466288,http://www.bpet.com.tr/tr/bayilerimiz/394/osman-ozer,,,,,,,
,AK YILMAZ PETROL   ( 75/002 ),,HALİL EFENDİ MAH. SÜT SANAYİ MEVKİİ ARDAHAN ŞAVSAT KARAYOLU ÜZERİ ARDAHAN,Türkiye,(75) Ardahan,,,,,,,,,41.125805,4782115847,+90 (478) 2115933,http://www.bpet.com.tr/tr/bayilerimiz/395/ak-yilmaz-petrol,,,,,,,
,İKİZLER AKARYAKIT   ( 76/005 ),,KARŞIYAKA MAH. ATATÜRK CAD. NO.40 ARALIK/ IĞDIR,Türkiye,(76) Iğdır,,,,,,,,,39.873356,4762101040,+90 (476) 4112130,http://www.bpet.com.tr/tr/bayilerimiz/398/ikizler-akaryakit,,,,,,,
,OK-AY PETROL   ( 72/015 ),,BAYINDIR MAHALLESİ EMEK BULVARI NO:45 BATMAN,Türkiye,(72) Batman,,,,,,,,,37.870416,4882135505,+90 (488) 2135505,http://www.bpet.com.tr/tr/bayilerimiz/386/ok-ay-petrol,,,,,,,
,ALPHANLAR PETROL   ( 72/016 ),,KÜLTÜR MAH. TPAO BULVARI NO.158 (PAFTA NO.4 ADA NO.101 PARSEL NO.14) BATMAN,Türkiye,(72) Batman,,,,,,,,,37.905697,4882158575,+90 (488) 2128560,http://www.bpet.com.tr/tr/bayilerimiz/387/alphanlar-petrol,,,,,,,
,HAKAN ERGÜN   ( 58/025 ),,UĞUR MUMCU MAHALLESİ FİDANLIK CADDESİ NO:89 GEMEREK ( ADA:333  PAFTA:J3622A2  PARSEL:130 ) ÇEPNİ GEMEREK/SİVAS,Türkiye,(58) Sivas,,,,,,,,,39.298611,3466630623,+90 (346) 6630623,http://www.bpet.com.tr/tr/bayilerimiz/708/hakan-ergun,,,,,,,
,PINARBAŞI AKARYAKIT   ( 58/024 ),,ŞEHİTLER MAHALLESİ YAVUZ SULTAN SELİM CADDESİ NO:19 (PAFTA:H37C-20C-2D ADA:118 PARSEL:4) GÜMÜŞDERE BELDESİ/ SİVAS,Türkiye,(58) Sivas,,,,,,,,,40.061695,3462744115,+90 (346) 2744115,http://www.bpet.com.tr/tr/bayilerimiz/665/pinarbasi-akaryakit,,,,,,,
,HACI MEHMET KESKİN   ( 58/014 ),,YENİDOĞAN MAH. İSTANBUL CAD NO:35 YENİÇUBUK (PAFTA:-ADA:180 PARSEL::5 ) GEMEREK SİVAS,Türkiye,(58) Sivas,,,,,,,,,39.209167,3466630609,+90 (346) 6630609,http://www.bpet.com.tr/tr/bayilerimiz/311/haci-mehmet-keskin,,,,,,,
,HACI MEHMET KESKİN   ( 58/023 ),,ÇEPNİ KASABASI UĞUR MUMCU MAH. FİDANLIK CAD. NO:174 (ADA:251 PAFTA:J3A22B2 PARSEL:2) GEMEREK/ SİVAS,Türkiye,(58) Sivas,,,,,,,,,39.287554,3466630609,+90 (346) 6630609,http://www.bpet.com.tr/tr/bayilerimiz/315/haci-mehmet-keskin,,,,,,,
,MEHMET KESİKBAŞ   ( 54/010 ),,KÜÇÜCEK CUMHURİYET MAHALLESİ SAKARYA CADDESİ NO:21/A (ADA: - PAFTA: 51.L.3A PARSEL: 1802) AKYAZI/ SAKARYA,Türkiye,(54) Sakarya,,,,,,,,,40.636690,2644624224,+90 (264) 4624850,http://www.bpet.com.tr/tr/bayilerimiz/290/mehmet-kesikbas,,,,,,,
,YAŞAR KEMAL KIROĞLU   ( 54/009 ),,TUZLA MAHALLESİ SANAYİ CAD.NO: 66 ADAPAZARI/ SAKARYA,Türkiye,(54) Sakarya,,,,,,,,,40.795833,2642822852,+90 (264) 2822852,http://www.bpet.com.tr/tr/bayilerimiz/293/yasar-kemal-kiroglu,,,,,,,
,METSAN PETROL   ( 54/008 ),,PINAR MAH. KURTULUŞ CAD. NO:2 (PAFTA:G24B21B2C ADA:2505 PARSEL:4) SERDİVAN SAKARYA,Türkiye,(54) Sakarya,,,,,,,,,40.791412,2643391500,+90 (264) 3391500,http://www.bpet.com.tr/tr/bayilerimiz/292/metsan-petrol,,,,,,,
,KADİR SONGUR   ( 51/045 ),,AZATLI KASABASI ÇİFTLİK/NİĞDE,Türkiye,(51) Niğde,,,,,,,,,38.165096,3884240212,+90 (388) 4240212,http://www.bpet.com.tr/tr/bayilerimiz/697/kadir-songur,,,,,,,
,ÖZ MELENDİZ PETROL   ( 51/042 ),,YENİ MAHALLE ÇİFTLİK CADDESİ ÇİFTLİK / NİĞDE,Türkiye,(51) Niğde,,,,,,,,,38.178038,3884112985,+90 (388) 4112985,http://www.bpet.com.tr/tr/bayilerimiz/287/oz-melendiz-petrol,,,,,,,
,ÖZTAÇ PETROL   ( 51/040 ),,E-90 KARAYOLU ÜZERİ ÇEREZ MEVKİİ BEY AĞIL KÖYÜ ULUKIŞLA/ NİĞDE,Türkiye,(51) Niğde,,,,,,,,,37.542910,3885412964,+90 (388) 5412778,http://www.bpet.com.tr/tr/bayilerimiz/286/oztac-petrol,,,,,,,
,NASIROĞULLARI AKARYAKIT   ( 49/009 ),,KARAYOLLARI 113. ŞUBE ŞEFLİĞİ KARŞISI (PAFTA:52.53.4.A ADA:134 PARSEL:36) / MUŞ,Türkiye,(49) Muş,,,,,,,,,38.749166,4362163680,+90 (436) 2163678,http://www.bpet.com.tr/tr/bayilerimiz/269/nasirogullari-akaryakit,,,,,,,
,CEMİL ALPAĞAT   ( 47/033 ),,KIŞLA MAHALLESİ CUMHURİYET CADDESİ NO :218 ADA: 227 PAFTA-PARSEL:9 NUSAYBİN/MARDİN,Türkiye,(47) Mardin,,,,,,,,,37.082844,,+90 () ,http://www.bpet.com.tr/tr/bayilerimiz/744/cemil-alpagat,,,,,,,
,SUBAŞI PETROL   ( 51/025 ),,NİĞDE NEVŞEHİR YOLU 5. KM GÖLCÜK / NİĞDE,Türkiye,(51) Niğde,,,,,,,,,38.285836,3842131350,+90 (388) 2645070,http://www.bpet.com.tr/tr/bayilerimiz/282/subasi-petrol,,,,,,,
